frame_idx,yolo_detected,yolo_conf,raw_cx,raw_cy,raw_w,raw_h,kalman_active,track_id,kalman_status,lost_count,kalman_cx,kalman_cy,kalman_w,kalman_h,vx,vy,vw,vh
0,False,,,,,,False,,inactive_waiting,,,,,,,,,
1,False,,,,,,False,,inactive_waiting,,,,,,,,,
2,False,,,,,,False,,inactive_waiting,,,,,,,,,
3,False,,,,,,False,,inactive_waiting,,,,,,,,,
4,False,,,,,,False,,inactive_waiting,,,,,,,,,
5,False,,,,,,False,,inactive_waiting,,,,,,,,,
6,False,,,,,,False,,inactive_waiting,,,,,,,,,
7,False,,,,,,False,,inactive_waiting,,,,,,,,,
8,False,,,,,,False,,inactive_waiting,,,,,,,,,
9,False,,,,,,False,,inactive_waiting,,,,,,,,,
10,False,,,,,,False,,inactive_waiting,,,,,,,,,
11,False,,,,,,False,,inactive_waiting,,,,,,,,,
12,False,,,,,,False,,inactive_waiting,,,,,,,,,
13,False,,,,,,False,,inactive_waiting,,,,,,,,,
14,False,,,,,,False,,inactive_waiting,,,,,,,,,
15,False,,,,,,False,,inactive_waiting,,,,,,,,,
16,False,,,,,,False,,inactive_waiting,,,,,,,,,
17,False,,,,,,False,,inactive_waiting,,,,,,,,,
18,False,,,,,,False,,inactive_waiting,,,,,,,,,
19,False,,,,,,False,,inactive_waiting,,,,,,,,,
20,False,,,,,,False,,inactive_waiting,,,,,,,,,
21,False,,,,,,False,,inactive_waiting,,,,,,,,,
22,False,,,,,,False,,inactive_waiting,,,,,,,,,
23,False,,,,,,False,,inactive_waiting,,,,,,,,,
24,False,,,,,,False,,inactive_waiting,,,,,,,,,
25,False,,,,,,False,,inactive_waiting,,,,,,,,,
26,False,,,,,,False,,inactive_waiting,,,,,,,,,
27,False,,,,,,False,,inactive_waiting,,,,,,,,,
28,False,,,,,,False,,inactive_waiting,,,,,,,,,
29,False,,,,,,False,,inactive_waiting,,,,,,,,,
30,False,,,,,,False,,inactive_waiting,,,,,,,,,
31,False,,,,,,False,,inactive_waiting,,,,,,,,,
32,False,,,,,,False,,inactive_waiting,,,,,,,,,
33,False,,,,,,False,,inactive_waiting,,,,,,,,,
34,False,,,,,,False,,inactive_waiting,,,,,,,,,
35,False,,,,,,False,,inactive_waiting,,,,,,,,,
36,False,,,,,,False,,inactive_waiting,,,,,,,,,
37,False,,,,,,False,,inactive_waiting,,,,,,,,,
